linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_445,Personnel Support Specialist,Alexandria,Virginia,United States,Technical Advisor/Business Financial Manager,Systems Planning & Analysis,2019,Master of Science,Finance (MS),Finance,445,"Bachelor of Science - BS, Business Administration",2017,2019,Personnel Support Specialist,NA,Hope Counseling and Wellness LLC,NA,NA,United States,NA,2023-07-01T00:00:00Z,Barista,NA,Brio Coffeehouse Inc.,7.9,"Design Project Management, Home Improvement, Personal Assistance, Nannying, Creative Writing, Photography, Image Editing, Text Editing, restaurant hosting, Quality Control, Quality Assurance, Customer Experience, Business Expansion, Office ally, Microsoft Teams, Microsoft sharepoint, Canva, Pinterest, Content Development, Project managemt",5
external_validation_index_446,Senior Tax Associate,Fairfax,Virginia,United States,Unknown,Unknown,2019,Master of Science,Analytics (MS) [Online],Analytics,446,"Master of Science - MS, Accounting",2020,2020,Senior Tax Associate,NA,Cypress Creek Renewables,https://cypresscreekenergy.com/,Renewable Energy Power Generation,United States,"Washington, District of Columbia, United States",2026-01-01T00:00:00Z,Senior Tax Accountant,NA,KPMG,12.8,"Tax Compliance, Federal Tax, Tax, Customer Service, Microsoft Excel, Teamwork, Time Management, Training",7
external_validation_index_447,Growth Operations Coordinator,Guatemala,Unknown,Guatemala,"Senior Analyst, Sales & Customer Analytics",Healthfirst,2020,BS in Business Administration,Business Administration & Studio Art (BSBA),Studio Art,447,"Bachelor of Science - BS, Accounting",0,0,Growth Operations Coordinator,"• Collects and enters data into CRM, including leads and pursuits, contacts, and firm initiatives
• Maintains detailed client records and captures client and/or broker/PM feedback in CRM
• Manages and coordinates studio lead, opportunity, and contact pipelines and conduct meetings for review
• Conducts research projects used for business development efforts, including company and industry research, pursuit lists, and competitive intelligence
• Leverages CRM to prepare detailed and researched BD preps in preparation for key meetings and interviews
• Assists and collaborates with senior business development on CRM database management and firm-growth initiatives
• Develops and executes strategic communications (tee ups, direct emails, etc) to advance the firm’s win rate
• Enter and review project data into Deltek Vantagepoint to ensure accuracy 
• Works alongside the President & Co-CEO to advance their opportunity and contact pipelines as well as firm initiatives
• Attends local events to cultivate new contacts, deepen relationships, and educate clients on OTJ's value and offerings
• Manages firm-wide industry events calendar to maintain OTJ's presence at local events
• Co-Lead the Community & Culture Engagement Group to nurture and promote OTJ's distinct culture & core values, as well as encourage engagement across the firm",OTJ Architects,http://www.otj.com/,Architecture and Planning,United States,"Washington, District of Columbia, United States",2023-01-01T00:00:00Z,Real Estate Accounting Coordinator,"Elme Communities f.k.a. Washington REIT. 
• Provided day-to-day support and assistance to Real Estate Accounting team
• Reviewed 3rd party's (Accenture) application of cash payments and accounts receivable spreading in JDE, research and resolve issues; deposit checks weekly
• Managed invoice payment process by coding and routing department invoices for approval in Nexus Systems 
• Created journal entries for expenses, accruals, and reclasses
• Prepared monthly upload of multifamily general ledger detail and reconciliations
• Tracked and deposited government rent relief payments for multifamily residents and communicate with third party management (Greystar and Bozzuto)
• Performed data validation of new ERP systems (Yardi) and test processes to ensure accuracy
• Performed quarterly review of Earnings Release, Supplemental Report, and 10Q to ensure data, tick-marks, and spelling/grammatical accuracy for quality control process before submission of public filings
• Trained two new property operations coordinators on invoice processing in Nexus Systems and project management job creation in JDE to handle requests from their department
• Authored SOPs on JDE project management job creation, JIRA, and multifamily quarterly lease testing
• Provided disposition support by pulling 400+ tenant files and coordinating pickup with buyers for $900+ million commercial portfolio sale
• Provided multifamily acquisition support by documenting meeting notes, decisions, and action items",Elme Communities,7.3,"Competitive Intelligence, CoStar, Real Estate, Business Development, Internal and External Communications, Business Development Strategy, Deltek, Strategic Growth, Strategic Business Development, Growth Strategies, Salesforce Lightning, Commercial Real Estate",3
external_validation_index_448,Founder,Moscow,Unknown,Russian Federation,Student Wages,American University,2020,BS in Business Administration,Business Administration: Info Syst/Tech: Marketing (BSBA),Business Administration,448,"Bachelor’s Degree, Business Administration and Management, General",2016,2020,Founder,"Produced eighteen documentaries over the course of two years.
Created informational posters about various class topics. 
Led a team of videographers through the process of recording school events.",SIS Media,NA,NA,United States,NA,2014-08-01T00:00:00Z,NA,NA,NA,1.8,"Microsoft Office, Customer Service, Management, Microsoft Excel, Microsoft Word, Leadership, Microsoft PowerPoint, Research, Public Speaking, Project Management, Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro, Final Cut Pro",1
external_validation_index_449,Cybersecurity Project Manager/Program Operations Specialist - Fema,Washington,District of Columbia,United States,Cybersecurity Project Manager/Program Operations Specialist - Fema,Wilco,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_450,"Sr. Manager, Technology Finance & Strategy",Unknown,Unknown,Unknown,Finance Manager,Patio Capital Partners,2019,Bachelor of Science,Finance (BS),Finance,450,"Master's degree, Data Analytics",2018,2019,"Sr. Manager, Technology Finance & Strategy","Supporting Non-Labor Technology Costs: Cloud, Software, Hardware, Telecom, and more!",The Home Depot,http://www.careers.homedepot.com,Retail,United States,NA,2025-03-01T00:00:00Z,"Sr. Manager, Technology Finance & Strategy","Supporting Core Technology teams: Infrastructure, Cybersecurity, and Enterprise Architecture.",The Home Depot,12.7,"Leadership, Business Process Improvement, Analytical Skills, Social Media, Business Development, Community Outreach, Event Planning, Marketing, Sales, Social Networking, Economics, Research, Project Management, Campaign Management, Forecasting, Microsoft Office, PowerPoint, Microsoft Word, Microsoft Excel, Facebook",15
external_validation_index_451,Senior Marketing Coordinator,Fair Lawn,New Jersey,United States,Senior Marketing Coordinator,Digital Media Solutions,2019,BS in Business Administration,Business Administration & Comm: Film and Media Arts (BSBA),Comm: Film & Media Arts,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_452,Operations Coordinator,Fredericksburg,Virginia,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA),Business Administration,452,"Bachelor's degree, Business Administration and Management, General",2016,2020,Operations Coordinator,NA,Rividium Inc,http://www.rividium.com,IT Services and IT Consulting,United States,"Tysons Corner, VA",2024-10-01T00:00:00Z,Business Development Representative,"• Initiated perspective client outreach within the DC Metro and CA areas driven by comprehensive research via LinkedIn, Idealist, Hubspot and other tools
• Maintained a CRM pipeline within SalesForce, delivered weekly sales and revenue updates to executive management
• Exceeded 110% of sales target in the first year and delivered 9 new clients increasing the total number of accounts by more than 5%
• Spearheaded the creation of a new Business Development processes, created internal training material for new BDRs, and generated marketing material for outbound sales",Careers In Nonprofits,12.8,"Microsoft Office, Business Development, Salesforce.com, New Business Development, Jira",7
external_validation_index_453,Contracts Manager (Contracts & Financial Operations),Alexandria,Virginia,United States,Project Manager,International Advisory Products And Systems,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,453,"Bachelor of Business Administration (B.B.A.), International Business",2016,2019,Contracts Manager (Contracts & Financial Operations),"I operate as a Contracts Manager within Elettronica’s UAE branch, managing the end-to-end contractual and payment execution cycle for a €40M+ annual portfolio across defense contracts spanning naval, land, and air platforms. Acting as a key interface between HQ, the UAE Ministry of Defence, Tawazun Economic Council, and banking institutions, I ensure the successful execution of contracts through to payment. My role centers on owning the full documentation and operational process that enables revenue realization, including the preparation, validation, and submission of complex contractual documentation aligned with letters of credit, ensuring accuracy, compliance, and timely collection. I lead cross-functional coordination across HQ teams, Field Service Representatives, and local operations to consolidate and formalize all payment-enabling documentation, while also managing direct relationships with banks to resolve discrepancies and safeguard continuity of financial flow. A core contribution has been structuring and implementing a coordinated information flow and control framework across international stakeholders, improving traceability and execution across the full contract lifecycle. I regularly engage with military and institutional stakeholders to secure acceptance and delivery certifications, operating in high-trust, highly regulated environments, while also overseeing customs clearance coordination and supporting operational security processes related to personnel access and compliance.",ELT Group,www.eltgroup.net,Defense and Space Manufacturing,United States,Abu Dhabi,2024-10-01T00:00:00Z,Junior Contract Accountant,"Supported the management and validation of contractual and financial documentation for ongoing projects, ensuring alignment with contract terms and banking requirements. Assisted in reviewing invoices, delivery documentation, and acceptance certificates to verify accuracy, cross-references, and compliance prior to submission.

Contributed to weekly reporting on documentation status, payment tracking, and discrepancy resolution, helping maintain transparency across contract workflows. Worked closely with internal departments and external stakeholders to develop a strong understanding of contract structures, payment processes, and compliance requirements, building the foundation for increased responsibility and eventual promotion to a lead role.",ELT Group,15.7,"Shopify Development & Optimization, SEO & Product Optimization, Conversion Optimization, Digital Transformation, Content Creation, Digital Marketing & Paid Ads, Brand Development, Operations Management, Interpersonal Communication, Presentation Skills, Adaptability, Public Speaking, Office Coordination, Attention to Detail, Time Management, Administrative Assistance, Professional Communication, Process Optimization & Reporting, Contract Management, Cross-functional Collaborations",11
external_validation_index_454,ESG Controller Associate,Alexandria,Virginia,United States,Project Manager,International Advisory Products And Systems,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,454,"Master of Science - MS, Sustainability Management",2018,2019,ESG Controller Associate,NA,Goldman Sachs,http://www.goldmansachs.com,Financial Services,United States,"New York, New York, United States",2024-06-01T00:00:00Z,Sustainable Finance,"-Develop presentations for clients and potential clients to review their sustainability strategy around target areas and publicly disclosed ESG targets to highlights potential use of proceed options and/or targets to use in financing options
-Consult with clients to grow their sustainability strategy to help them find new targets areas and initiatives to reach their sustainability targets and improve third party ESG ratings 
-Review updated sustainability reporting guidelines (e.g., EU Taxonomy, SEC Climate-Related Disclosures) 
-Manage the Americas region’s sustainable finance reporting to support ING corporate financing goals 
-Identify projects and initiatives for employees’ participation to support office sustainability and grow ING’s community involvement 
-Prepare corporate executives for global conferences to discuss industry trends and ING expertise in industry",ING,10.8,"Microsoft Office, Customer Service, Microsoft Excel, Management, Leadership, Project Management, Microsoft Word, PowerPoint, Strategic Planning, Data Analysis",11
external_validation_index_455,Assistant Language Teacher,Brooklyn,New York,United States,Project Management Live Session Instructor,Ziplines Education,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,455,"Masters of Science in Sustainability Management, Sustainability Management",2016,2019,Assistant Language Teacher,"Developed and implemented English lessons at the high school level with a focus on sustainability and cultural exchange at Omagari Agricultural High School
Led presentations and workshops for improving English curriculum in Japanese high schools as a Prefectural Block Assistant
Solidified ability to work in a Japanese work environment independently and jointly as a faculty member",Japan Exchange and Teaching Program(me) (JET),http://www.jetprogramme.org/,International Affairs,Japan,"Daisen, Akita, Japan",2022-04-01T00:00:00Z,Senior Administration Technician,"Contributed to various DPU data projects as a member of the Enterprise Asset Management department
Led training seminars for GIS training applications for the Department of Public Utilities
Developed Enterprise Asset Management GIS applications and data solutions for DPU projects
Handled metrics and guidelines as it pertains to Enterprise Asset Management","City of Richmond, Virginia",12.7,"Circular Economy, Smart Cities, Teaching English as a Foreign Language, Canva, Microsoft Office, International Relations, Project Management, Interpersonal Skills, Cross-Cultural Communication Skills, Data Analysis, Environmental, Social, and Governance (ESG), Enterprise Risk Management, Business Analysis, Communication, Qualified Teacher, Team Building, Early Childhood Education, Adult Education, Sustainability, Regional Planning",6
external_validation_index_456,Recruiter,"Kuwait City, Kuwait",Unknown,Kuwait,Field Marketing Intern,Allied Global Marketing,2019,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,456,"Master's degree, Sports Management",2020,2022,Recruiter,"-Full-cycle recruiter specializing in fast, focused placements across a range of industries, including legal, healthcare, and corporate.
-Partners with clients to identify top-tier talent for roles spanning from administrative support to executive leadership.
-Driven by precision, speed, and strong client relationships to deliver lasting hiring solutions.",Falcon Recruitment,www.falconrecruiters.com,Staffing and Recruiting,United States,"Boca Raton, Florida, United States",2025-10-01T00:00:00Z,Academic Advisor,"-Manage a caseload of 200+ students, primarily athletes, supporting them academically and personally.
-Guide students through course registration, transcript evaluation, and graduation planning.
-Support re-entry processes and assist students navigating academic or personal challenges.
-Maintain accurate, confidential student records and graduation audits in line with academic standards.",Keiser University Flagship,9.6,"Spanish, Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Game Breaker, Hudl, Synergy, Public Speaking, Sports, Teamwork, Analytics, Adobe Photoshop",7
external_validation_index_457,"Vice President, Corporate Work Study",Prattville,Alabama,United States,Unknown,Unknown,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,457,"Master's degree, Business Administration and Management, General",2018,2020,"Vice President, Corporate Work Study",NA,Cristo Rey Jesuit High School-Baltimore,http://www.cristoreybalt.org,Education Management,United States,NA,2025-08-01T00:00:00Z,"Sr. Manager, Education Technology & Operations",NA,NACD (National Association of Corporate Directors),11.7,"Student Recruiting, Expense Reports, Partner Relationship Management, Product Strategies, Market Research, Strategic Leadership, Project Plans, New Hires, Emotional Intelligence, VLOOKUP, Pivot Tables, Nonprofit Organizations, Business Relationship Management, Business Relationship Building, Business Management, Group Presentations, Teaching, Microsoft Office, Public Speaking, Strategy",7
external_validation_index_458,Tax,Rockville,Maryland,United States,Tax,CohnReznick LLP,2020,Master of Science,Taxation (MS),Taxation,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_459,Director,Alexandria,Virginia,United States,Project Manager,Leidos,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,459,"MA Honors, Accounting and Business/Management",2014,2018,Director,NA,Dari Mooch,http://www.darimooch.com,Personal Care Product Manufacturing,Pakistan,NA,2024-07-01T00:00:00Z,CEO,NA,Dari Mooch,10.8,"Microsoft Office, Product Launch, Microsoft Excel, Research, Start-ups, Business Strategy, Marketing Strategy, Social Media, Accounting, Project Management, Financial Analysis, Marketing, Strategic Planning, Market Research, Data Analysis, E-commerce, Business Planning, Strategy, Microsoft PowerPoint, Microsoft Word",5
external_validation_index_460,Project Manager,Alexandria,Virginia,United States,Project Manager,Leidos,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_461,Product Manager - Chatbot (Money Movement & Conversational Design),Ponte Vedra Beach,Florida,United States,Product Manager - Chatbot (Money Movement & Conversational Design),Citi,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_462,Audit Internship,Washington,District of Columbia,United States,Business Analyst,Department of Defense,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,462,"Bachelor of Science - BS, Accounting",2016,2019,Audit Internship,"• Analyzed firms’ organizational structure and liaised with other departments to evaluate areas of weak control, rationality in the use of funds, and possible problems
• Investigated and inquired about 20+ relevant personnel and all relevant transactions to appraise whether the transaction price was fair to determine the rationality of the transaction
• Audited the accuracy, completeness, and reliability of financial accounting information and materials to ensure that every number on the financial statements is reasonably based",Hongyun Accountant Firm,NA,NA,United States,"Dazhou, Sichuan",2019-05-01T00:00:00Z,Summer Internship,"• Researched on investment tools like securities and funds, as well as financial products like insurances
• Clarified 5+ clients' financial status and needs by interviews and analyzing the financial statements, as well as changes in the market, to help clients achieve their financial goals
• Developed financial reports, configuring a diverse portfolio of financial products and investment tools to maximize client returns, while minimizing risks",Ping An Bank,3.3,"Microsoft Office, Microsoft Excel, Microsoft Word, 会计, Microsoft PowerPoint, Microsoft Access, Microsoft SQL Server, Tableau, General Ledger, Balance Sheet, Financial Statements, Financial Accounting, Financials, Data Entry, Research, Management",3
external_validation_index_463,Unknown,Washington,District of Columbia,United States,Unknown,Unknown,2019,Bachelor of Science,"Business, Language & Culture Studies: French (bs)","Business, Lang & Culture Stds",463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_464,Freelance Expert Consultant (On-Demand)”,"Santa Ana, San Jose",Unknown,Costa Rica,Account executive,Next Level 30,2020,BS in Business Administration,Business Administration: Entreship: Self Designed (BSBA),Business Administration,464,"Master of Business Administration - MBA, Business, Management, Marketing, and Related Support Services",2016,2019,Freelance Expert Consultant (On-Demand)”,"•\Advised enterprise leaders, investors, and technology vendors on cybersecurity, privacy, and technology risk considerations across complex vendor ecosystems.

Engagements often involved working on both sides of enterprise technology evaluation, supporting vendors in articulating how their platforms address security, compliance, and operational needs, while also assisting organisations as they assessed and prioritised competing solutions based on factors such as security frameworks, regulatory alignment, infrastructure compatibility, and operational risk.

This work provided a cross-market perspective into how organisations navigate vendor selection, technology governance, and risk management decisions across cloud, cybersecurity, identity, and data governance platforms.",Dialectica,https://www.dialectica.io,Information Services,United States,United States,2022-11-01T00:00:00Z,Practice Director of Cybersecurity / Risk Services for Bank & Financial Sector,"Practice Director, Cybersecurity & Risk Services – Banking/Financial Services Sector
2021 – 2022 · Remote

Led solution design and delivery for BFSI clients across the U.S.
Generated $4.1M in new business in Q1 2022.
Built executive relationships with CIOs/CISOs to modernise risk frameworks and strengthen compliance posture. Developed security transformation roadmaps, aligning NIST CSF, ISO 27001, and NERC CIP with enterprise IT operations.",Wipro,14.9,"Enterprise Risk Management, GLBA Compliance, HIPAA Compliance, Data Privacy, SOC 2, ISO 27001, NIST Framework, Risk Assessment, Cybersecurity Governance, Vendor Risk Management, Privacy Program Management, Governance, Risk Management, and Compliance (GRC), Third-Party Risk Management (TPRM), Data Analysis, Regulatory Compliance, Stakeholder Management, Storytelling, Project Delivery, From Conception to Completion, Value-at-Risk (VAR) Calculations",8
external_validation_index_465,Federal Senior Audit Associate,"Santa Ana, San Jose",Unknown,Costa Rica,Account executive,Next Level 30,2020,BS in Business Administration,Business Administration: Entreship: Self Designed (BSBA),Entrepreneurship & Mgmt,465,"Bachelor of Science - BS, Business Administration with Specializations in Accounting and Entertainment Management",2016,2020,Federal Senior Audit Associate,NA,KPMG,http://www.kpmg.com,Accounting,United States,NA,2022-07-01T00:00:00Z,Federal Audit Associate,NA,KPMG,12.8,"ICFR, Diversity & Inclusion, Federal Auditing, Project Planning, Microsoft Power BI, Alteryx, Generally Accepted Accounting Principles (GAAP), Auditing, Customer Service, Leadership, Public Speaking, Sales, Microsoft Excel, Microsoft Office, Research, Social Media, Event Planning, Data Analysis, Community Outreach, Project Management",8
external_validation_index_466,Senior Consultant,Denver,Colorado,United States,Disney College Program - Quick Service Food & Beverage,Walt Disney World,2019,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,466,"Master of Science (M.Sc.), Business Analytics",2017,2019,Senior Consultant,NA,Guidehouse,https://www.guidehouse.com,Business Consulting and Services,United States,"McLean, VA",2023-05-01T00:00:00Z,Project Management Risk Professional - Operations,NA,Freddie Mac,16.8,"Stakeholder Engagement, Readiness, Change Requests, Mergers & Acquisitions (M&A), Contract Management, Technical Writing, Relationship Building, Project Planning, Oral Communication, Strategic Communications, Process Mapping, Organizational Design, Change Impact Analysis, Organizational Structure, Key Performance Indicators, Mortgage Industry, Presentation Skills, Service Operations, Corporate Governance, Governance",10
external_validation_index_467,Artist Manager,Waynesboro,Pennsylvania,United States,Unknown,Unknown,2019,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,467,"Bachelor's degree, Global Entrepreneurship / Music Agency",2015,2020,Artist Manager,"• Founded an artist management company serving multiple music industry clients, with expertise in artist development, coaching, creative direction, branding, strategic partnerships, contract negotiations, and project management.
• Directed cross-functional project teams (advertising, video, photography, and PR) to execute a six-week, milestone-based marketing campaign, achieving over 250K YouTube views and growing monthly streams from 50K to over 2M.
• Proposed, negotiated, finalized, and managed several distribution and performance contracts valued between $10K and $50K.
• Delivered ROI-positive results through successful execution of a distribution deal with Virgin Records of Universal Music Group while securing over 10 high-profile performance engagements.
• Coordinated all",Camp Perry Entertainment,NA,NA,United States,"Chicago, Illinois, United States",2020-07-01T00:00:00Z,Acquisition Lead,"• Developed tailored property sale solutions addressing customer needs to help residential homeowners sell their homes quickly, at fair market value, and with acceptable terms.
• Engaged over 400 cold and warm leads, achieving an 8% conversion-to-contract rate—above the 6% industry standard—by leveraging persuasive customer-centric communication, negotiation skills, and customer insights.
• Drove sales revenue growth by 71% within two quarters, surpassing 150% of the monthly revenue quota for eight consecutive months.
• Collaborated with internal teams to streamline acquisition workflow, improving overall transaction success rates.",Home Spark LLC,7.9,"Jira, Zendesk, Sales, Event Marketing, Twitter, Marketing Campaigns, Instagram, Adobe Illustrator, Research Skills, Data Entry, Organization Skills, Invoicing, Negotiation, Time Management, Customer Interaction, Email Management, Planning Budgeting & Forecasting, Digital Marketing, Microsoft PowerPoint, Data Analysis",4
external_validation_index_468,Capital Markets Project Manager/Senior Business Analyst,Brentwood,New Hampshire,United States,Tax Associate,KPMG,2020,Bachelor of Science,Accounting (BS),Accounting,468,"Master's degree, Data Analytics",2018,2019,Capital Markets Project Manager/Senior Business Analyst,"-Drive strategic change initiatives for Investments & Capital Markets, overseeing the seamless
implementation of business priorities, process optimizations, and service enhancements.
-Conduct and coordinate impact assessments for cross-functional projects, ensuring compliance
with governance and regulatory standards.
-Streamline operations by developing and enhancing processes through automation, improving
efficiency and scalability.
-Lead risk and impact assessments for new initiatives, identifying potential challenges and
mitigating risks proactively.
-Align and integrate change management efforts across business units to ensure consistency and
strategic cohesion.",Freddie Mac,http://www.freddiemac.com/,Financial Services,United States,"Tysons Corner, Virginia, United States",2024-12-01T00:00:00Z,Senior Business Analyst,"- Provide actionable insights for strategic decision-making in Consumer Banking, aligning with business initiatives and financial goals.
- Support a range of Consumer Banking products, including payment cards, auto loans, personal loans, and education lending.
- Design, maintain, and document dashboards and reports to monitor business performance and track fluctuations.
- Analyze data from multiple sources, evaluate competitor trends, and provide recommendations to optimize business strategies.
- Collaborate with internal teams and external vendors to ensure accurate reporting and develop data solutions that support business objectives.",PenFed Credit Union,15.3,"Reporting Requirements, Project Management, Data Analytics, SharePoint, Competent computer skills, Government Contracting, Consulting, Tableau, CSS, HTML, Microsoft Office, SQL, Mac OS, Teamwork, Critical Thinking, Leadership, Emotional Intelligence, Personal Development, Resiliency, Communication",14
external_validation_index_469,Growth Operations Coordinator,Rockville,Maryland,United States,Growth Operations Coordinator,Otj Architects,2020,Bachelor of Science,Accounting (BS),Accounting,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_470,Regional Marketing Manager,Plantation,Florida,United States,Advisory Consultant,Deloitte,2019,BS in Business Administration,Business Administration: Accounting: Finance (BSBA),Business Administration,470,Master of Business Administration - MBA,2023,2025,Regional Marketing Manager,NA,Great Minds,http://www.greatminds.org,Education,United States,Remote,2021-11-01T00:00:00Z,Associate Marketing Manager,NA,Great Minds,6.8,"Teamwork, Research, Public Speaking, Market Research, Microsoft PowerPoint, Microsoft Excel",4
external_validation_index_471,Named Account Executive,Washington,District of Columbia,United States,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Marketing (BSBA),Business Administration,471,"Master of Business Administration - MBA, Business Administration and Management, General",2018,2019,Named Account Executive,"Our core values guide everything we do as a company and as people. We strive to bring out the best in one another, deliver success to our customers, and inspire the entire industry through our actions.

We earn the trust of our customers, employees, and extended family through transparency, security, compliance, privacy, and performance. And we deliver the industry’s most trusted infrastructure.",Salesforce,http://www.salesforce.com,Software Development,United States,"McLean, Virginia, United States",2024-04-01T00:00:00Z,Senior Account Executive,"As the pioneer of cloud-based integration platform as a service (iPaaS), Boomi’s award-winning platform enables businesses to discover, manage, and orchestrate data while connecting applications, processes, and people for better, faster outcomes. We deliver complete business outcomes and integrated experiences faster with our intelligent integration and automation platform. Design and automate your next-generation workflows, consolidate and catalog your enterprise data, and intelligently connect to your trading partners.

Boomi Performance Highlights

• Top Federal AE FY 23
• Top Federal AE FY 24
• H2 FY 23 103% of Quota
• Q4 FY 23 170% of Quota
• FY 23 CRO Champions Award Winner!
• Q1 FY 24 116% of Quota
• Three Consecutive Quarters of Boomi meeting their Federal Quota for the first time ever!
• Secured First Million Dollar TCV deal for Federal in Boomi History!
• Trusted to build, implement, and lead the federal GTM strategy for Boomi Public Sector!
• Led Boomi Federal to 74% YoY growth in the Federal Market Place from FY 22 to FY 23
• Led Boomi Federal to 93% YoY growth in the Federal Market Place from FY 23 to FY 24",Boomi,18.3,"Leadership, Sales, Management, Intelligence, Military Experience, Intelligence Analysis, Army, DoD, Operations Management, Military Operations, Combat, Strategic Communications, Military, Force Protection, Planning, Weapons, Security, Security Operations, Operational Planning, Fitness",16
external_validation_index_472,"Lead, Marketing Strategy Intelligence",Nashville,Tennessee,United States,Honors Program Assistant,SAINT LEO UNIVERSITY,2019,Master of Science,Analytics (MS) [Online],Analytics,472,"Certification, Marketing Strategy",2023,2023,"Lead, Marketing Strategy Intelligence","• Lead omni-channel performance media for digital services businesses working within the PDM team at GM, across a variety of General Motors brands.
• Work directly with Marketing leaders and teams for connected services and other businesses at GM to activate media strategies and tactics, develop and refine business strategies.
• Work with internal and external teams to activate tagging and measurement for continuing media tactics, streamline data reporting and systems.
• Collaborate across PDM disciplines – Measurement, Insight, MarTech and Data to build modern performance media expertise and skills across GM teams.",General Motors,http://www.gm.com,Motor Vehicle Manufacturing,United States,"Rochester, New York, United States",2023-01-01T00:00:00Z,"Sr. Director, Digital Marketing","• Develop & execute digital strategy across B2C and B2B sides of the business, including paid media planning/building, SEO, international site expansion, data pipelines, and CRO efforts.
• Establish data pipeline and reporting using BigQuery, Google Cloud Storage, API scripts and Data Studio to allow for portfolio analysis and forecasting.
• Managed content and technical SEO, including keyword analysis, pillar content development, technical SEO implementation, and building data reports to monitor growth of KPIs.
• Remote people manager of digital marketing team, provide tools and learning opportunities to improve department efficiency and project execution. Align on company goals, monitor progress.
• Implement event tagging, conversion tagging, and general tracking best practices across Google Tag Manager and related services. Outline and document UTM parameter and campaign naming conventions to cooperate with CRM and Data Table pipelines.
• Oversee management and optimization of paid search, paid display, paid social and retargeting efforts - including agency relationship when applicable.",Revature,15.9,"Financial Markets, Programmatic Media Buying, Twitter Marketing, Customer Relationship Management (CRM), Search Advertising, Looker (Software), Google Sheets, Pay Per Click (PPC), Digital Marketing, Lead Generation, Media Buying, Online Marketing, Google Ads, Marketing Automation, Google Analytics, Media Strategy, Paid Media Advertising, Data Analytics, Team Management, Conversion Optimization",12
